SiteNum,SiteName,Long_planned,Lat_planned,SiteName,Organiz,Benthic,BenthicPair,Date,Time,Team_DS,Team,LatGPS,LongGPS,SpCond,SalFINAL,TempFinal,ODOPerFinal,ODO,Turb_Final,pH,pH_insitu_Silbiger,TSS,Ammonia,NNN,TotalN,TotalP,Silica,Chla,Salinity_Silbiger,Depth_FINAL,Photos x 5_DS,# of usable photos,Comments photo quadrants,Notes_DS,Comments,Enterococcus,FCM,DNA,FDOM,Pharm,PPL,TA,DOH,DNAex,runDNA,TA_Raw_Silbiger,fDOM_M:C,fDOM_BIX,fDOM_HIX,fDOM_FI,FCM_Concentration (cells/uL),IBU_ngmL,SMX_ngmL,GLY_ngmL,CBZ_ngmL,EnteroCFU100ml,Sample Name,SiteNum_DNA,SiteNumDOH,clusterfit,dist2coast,otpN,gw_wells,streams,DistanceHK_m
157,157,-157.7743957,21.26569807,MBGT1-157,HDOHOff,0,1,20190814,9:02:00 AM,Boat,4,21.26516,-157.77388,350,34.3,27.2,93.3,8.19,1.32,7.54,7.982426,14,24,8,75,8,500,0.31,35.22,3.47,0,,,,,,1,1,1,0,0,1,1,10/17/2019,4,2280.286,1.19802,0.744056,0.637375,1.561797,338940,,,,,,157,157,157,4,526.97,419.05,1619.66,538.52,4877.38
158,158,-157.7306206,21.27557392,MBGT1-158,HDOHOff,0,1,20190813,8:20:00 AM,Boat,4,21.2754,-157.73088,53412,34.31,26.8,99.8,6.55,1.76,8.09,7.961522,16,19,4,54,6,500,0.09,35.21,6.4,0,,,correct,,,1,1,1,0,0,1,1,10/17/2019,4,2277.428,1.215294,0.786492,1.128746,1.601224,230347,,,,,,158,158,158,1,579.83,333.09,1054.75,920.87,1536
159,159,-157.7130334,21.27077642,MBGT1-159,HDOHOff,0,1,20190814,11:18:00 AM,Boat,4,21.27054,-157.71342,53636,34.45,27.7,110.9,7.17,4.47,8.13,7.9229,20,24,3,73,8,500,0.3,35.3,1.86,0,,,,,,1,1,1,0,0,1,1,10/17/2019,4,2272.023,1.160446,0.869492,0.623328,1.627493,489060,,,,,,159,159,159,1,523.45,450.66,2072.41,476.76,378.52
160,160,-157.7914417,21.24633863,MBGT1-160,HDOHOff,0,0,20190815,9:14:00 AM,Boat,4,21.2463,-157.79143,53370,34.3,26.9,99.7,6.53,0.37,8.18,7.963369,41,12,1,25,5,500,0.11,35.16,16.95,,,,,,,1,1,1,0,0,1,1,10/17/2019,4,2256.944,1.268993,0.770942,0.367722,1.798029,513367,,,,,,160,160,160,11,978.67,3669.6,1340.04,2641.97,6566.09
161,161,-157.7148,21.27516,Sensor C,McManus Lab sensor,0,1,20190813,7:13:00 AM,Boat,4,21.27436,-157.71468,53403,34.36,27.1,86.1,5.66,4.5,8.08,7.919976,25,25,2,58,5,500,0.37,35.25,2.07,0,,,,,,1,1,1,0,0,1,1,10/17/2019,4,2294.458,1.142349,0.808331,1.156343,1.637102,619060,,,,,,161,161,161,1,707.11,979.69,1682.41,689.64,385.4
162,162,-157.7188992,21.28431642,,KamiloNui,0,0,20190812,6:56:00 AM,Green,3,21.28432,-157.71893,55022,34.29,27.6,78.5,4.41,2.42,7.6,7.871892,22,26,16,112,11,1979,0.83,34.27,1.52,1,4,"low quality, some location pictures",Only one picture taken. Deep/Murky,"Salinities were not noted down on DS, specific conductivity instead.",,1,1,1,1,0,1,1,10/15/2019,3,2392.94,1.103886,0.742622,2.257885,1.57762,724100,0,0.023,0.311,0.156,<10,162,162,162,4,40,1391.16,840.24,40,473.21
163,163,-157.7166863,21.2821749,,KamiloNui,0,0,20190813,6:23:00 AM,Boat,4,21.28218,-157.71657,53025,34.06,26,73.4,4.95,2.36,7.89,7.915739,38,32,7,79,9,550,0.22,34.96,0.3,0,,Depth is an after-the-fact visual estimate because it couldn't be measured in situ,,,,1,1,1,0,0,1,1,,5,2342.901,1.117953,0.752887,1.254033,1.590202,838612,,,,,,163,163,163,10,72.8,1606.69,1111.98,375.37,349.54
164,164,-157.7140451,21.28100897,,KamiloNui,0,1,20190813,6:29:00 AM,Boat,4,21.28102,-157.71417,53120,34.26,26.2,71.6,4.83,3.28,8.02,7.894574,48,23,2,43,5,500,0.19,35,0.3,0,,Depth is an after-the-fact visual estimate because it couldn't be measured in situ,,,,1,1,1,0,0,1,1,10/15/2019,3,2287.312,1.168363,0.803101,0.634798,1.617052,752780,,,,,,164,164,164,10,85.44,1606.69,1384.95,230.87,201.31
165,165,-157.7101666,21.27703527,,KamiloNui,0,0,20190815,9:18:00 AM,Red,1,21.27702,-157.71017,55726.8,34.36,27.5,91.6,5.95,6.98,8.09,7.900494,51,20,1,94,9,500,1.04,35.02,0.87,0,0,1 location picture,"Too murky for quadrant, depth range of 80-95 given",,,1,1,1,1,0,1,1,,0,2398.834,1.218369,0.815546,1.032288,1.628483,754540,1.85,0.088,0.188,0.136,,165,165,165,7,202.24,1312.78,1925.1,493.96,-0.09
166,166,-157.7157821,21.28039031,,KamiloNui,0,0,20190815,10:31:00 AM,Green,3,21.28041,-157.71581,54648,34.24,27.3,105.9,6.86,1.03,7.9,7.982458,19,15,1,72,7,500,0.33,36.12,32,1,6,,,,,1,1,1,1,0,1,1,,5,2328.048,1.139487,0.785749,0.823254,1.556625,721408,0.47,0.069,0.221,0.133,,166,166,166,11,228.04,1391.16,1239.76,410,333.59
167,167,-157.7128792,21.27884366,,KamiloNui,0,0,20190813,6:49:00 AM,Boat,4,21.27988,-157.71246,53706,34.52,27.6,88.2,5.73,4.99,8.03,7.919499,23,25,3,92,7,500,0.8,35.44,1.73,0,,,,,,1,1,1,0,0,1,1,,5,2353.007,1.136586,0.814742,1.977107,1.600949,1247700,,,,,,167,167,167,1,140,1391.16,1591.01,161.55,102.62
168,168,-157.7379587,21.27498893,,Midshore,0,0,20190814,7:40:00 AM,Red,1,21.275,-157.73795,52951,34.29,27.1,100.8,6.59,0.38,8.13,7.924893,24,21,11,56,8,500,0.18,34.5,0.72,1,20,,,Depth range of 58-85 given,,1,1,1,0,0,1,1,,5,2182.598,1.120392,0.847613,0.519427,1.623055,250653,,,,,,168,168,168,7,530,274.31,796.3,570.35,2057
169,169,-157.7237533,21.27415612,,Midshore,0,1,20190813,7:47:00 AM,Boat,4,21.27278,-157.72395,53279,34.21,27,94.2,6.21,1.43,8.14,7.936355,20,21,2,89,8,500,0.17,35.13,5.82,0,,,swell,,,1,1,1,0,0,1,1,,5,2173.745,1.252229,0.867193,0.441561,1.642776,412694,,,,,,169,169,169,1,916.62,529.03,1312.17,1272.83,1091.88
170,170,-157.7183281,21.27965268,,KamiloNui,0,0,20190814,9:20:00 AM,Green,3,21.27966,-157.71835,54687,34.35,26.8,98.3,6.42,0.48,7.88,7.939671,20,17,1,55,6,500,0.19,36.16,1.12,1,6,,,,,1,1,1,0,0,1,1,,5,2220.921,1.047268,0.793677,0.627558,1.577868,518367,,,,,,170,170,170,6,390.51,1195.22,1038.32,563.21,534.16
171,171,-157.7607063,21.26964466,,Midshore,0,1,20190814,8:30:00 AM,Boat,4,21.26911,-157.76054,53448,34.21,27.1,98.6,6.44,1.89,8.11,7.936526,21,16,2,78,8,500,0.29,35.23,2.9,0,,,250 m offset/benthic 2 WM rough,"YSI data not on DS, perhaps only logged due to time constraints?,",,1,1,1,0,0,1,1,,5,2246.282,1.260221,0.857733,0.531477,1.566814,888837,,,,,,171,171,171,1,554.62,313.5,740.41,775.24,3823.66
172,172,-157.749235,21.27290452,,Midshore,0,1,20190814,7:52:00 AM,Boat,4,21.2725,-157.74924,642,34.28,26.9,97.8,8,0.95,7.86,7.916094,21,15,3,67,6,500,0.36,35.16,3.66,0,,,,,,1,1,1,0,0,1,1,,5,2240.074,1.306516,0.821434,0.653503,1.621706,575673,,,,,,172,172,172,4,490.31,195.94,912.63,498.2,2930.12
173,173,-157.7774078,21.26146527,,Midshore,0,1,20190814,9:12:00 AM,Boat,4,21.26129,-157.77759,53431,34.2,27.3,98.5,6.42,0.54,8.13,7.952021,20,16,2,69,7,500,0.24,35.23,9.18,0,,,,,,1,1,1,0,0,1,1,10/17/2019,4,2232.072,1.32076,0.976943,0.613453,1.729793,357245,,,,,,173,173,173,1,482.7,797.84,1374.81,641.33,5231.76
174,174,-157.7117232,21.28126584,,KamiloNui,0,0,20190812,7:29:00 AM,Green,3,21.28136,-157.7119,56356,34.48,28.2,91.3,5.49,5.4,7.82,7.890246,52.4,21,3,110,9,594,1.318,34.95,3.1,1,0,Depth is an after-the-fact visual estimate because it couldn't be measured in situ,Pictures taken from bank (4x),"Salinities were not noted down on DS, specific conductivity instead, depth not indicated on DS, perhaps not feasable?",,1,1,1,1,0,1,1,10/15/2019,3,2367.65,1.152682,0.76288,1.700118,1.528202,1044200,0.49,0.021,0.212,0.2,<10,174,174,174,4,10,1626.28,1610.12,20,29.35
180,180,21.28269,-157.72502,,Paiko Lagoon,0,0,20190815,9:27:00 AM,Green,3,21.28269,-157.72502,49874,31.04,27.4,88.9,5.87,6.53,7.81,7.887175,50,19,2,158,23,4801,1.49,32.6,0.22,1,11,,,,,1,1,1,1,0,1,1,10/15/2019,3,2412.798,1.116673,0.767745,1.413118,1.556023,1664780,0.42,0.082,0.217,0.093,,180,180,180,4,10,1273.59,270.19,393.95,950.38
181,181,21.28436,-157.72292,,Paiko Lagoon,0,0,20190815,9:56:00 AM,Green,3,21.28435,-157.72292,53781,33.73,28.7,87.9,5.57,27.66,7.77,7.824419,135,64,4,174,17,1506,4.73,35.49,0.13,1,0,Only above surface,,,,1,1,1,1,0,1,1,,5,2954.155,1.113586,0.719652,1.459598,1.579355,1059900,3,0.075,0.206,0.07,,181,181,181,12,10,1273.59,430.46,152.97,761.58
201,201,-157.7881671,21.26031975,MBGT1-201,HDOHIn,0,0,20190814,8:55:00 AM,Yellow,2,21.26034,-157.78824,53896,34.9,26.9,107.1,7,0.29,7.9,7.931702,34,20,1,81,12,500,0.18,35.57,0.57,1,12,,,,,1,1,1,1,1,1,1,10/11/2019,1,2267.24,1.055244,0.872081,0.882041,1.729759,297837,0,0.069,0.222,0.08,<10,201,201,201,6,0,3810.16,277.85,1228.01,6024.27
202,202,-157.7617077,21.27505085,MBGT1-202,HDOHIn,0,0,20190815,7:20:00 AM,Red,1,21.27506,-157.76169,44109,28.83,25.6,63.9,4.45,1.39,7.84,7.831951,29,2,1,173,28,8077,0.66,28.44,0.46,1,19,,,,,1,1,1,1,0,1,1,10/11/2019,1,2241.037,1.064544,0.774672,0.984186,1.626992,761620,0.02,0.05,0.146,,,202,202,202,9,110,301.16,98.49,237.07,3775.37
203,203,-157.728803,21.2794055,MBGT1-203,HDOHIn,0,0,20190814,7:51:00 AM,Green,3,21.2794,-157.72882,54710,34.93,26.4,87.8,5.77,1.38,7.82,7.961669,34,22,1,69,6,500,0.28,36.19,0.58,1,5,,,,,1,1,1,1,0,1,1,10/11/2019,1,2283.216,1.11873,0.741922,0.771178,1.704132,425880,0,0.029,0.318,,,203,203,203,10,208.81,489.84,569.21,912.63,1298.36
204,204,-157.7411422,21.27923154,MBGT1-204,HDOHIn,0,0,20190814,8:29:00 AM,Red,1,21.27922,-157.74115,52978,34.96,26.8,105.1,6.91,1.01,8.16,8.026644,25,22,1,85,7,500,0.37,34.89,0.51,1,25,,,,,1,1,1,1,1,1,1,10/11/2019,1,2279.544,1.076477,0.68937,0.929871,1.668771,438490,0.01,0.101,0.238,,,204,204,204,7,80,270.14,310,328.94,2195.51
205,205,-157.7739662,21.27092276,MBGT1-205,HDOHIn,0,0,20190813,6:36:00 AM,Yellow,2,21.27089,-157.77399,53138,34.41,26.3,77.7,5.15,2.07,7.74,7.915921,19,16,7,71,11,1180,0.14,35.02,1,1,7,,,,,1,1,1,1,0,1,1,10/11/2019,1,2279.716,1.103781,0.740459,0.789119,1.639273,608520,0.48,0.088,0.162,,10,205,205,205,10,30,281.57,1261.43,368.92,4758.58
206,206,-157.7659236,21.27174923,MBGT1-206,HDOHIn,0,0,20190815,8:12:00 AM,Yellow,2,21.27177,-157.76593,53987,34.8,27.2,107.3,6.97,0.81,7.96,8.021535,12,16,2,59,8,500,0.18,35.69,0.55,1,6,"Many dublicates, looks like camera may have been in burst modus. Dublicates have been removed",,,,1,1,1,1,1,1,1,10/11/2019,1,2251.614,1.079251,0.709614,0.771343,1.664272,357102,0,0.041,0.248,,,206,206,206,6,244.13,222.79,524.31,485.08,4155.27
207,207,-157.7283756,21.27812503,MBGT1-207,HDOHIn,0,0,20190814,7:42:00 AM,Green,3,21.27813,-157.72841,54659,34.95,26.7,87.5,5.72,0.36,7.84,7.987377,17,20,1,72,8,500,0.23,36.15,0.53,1,5,,,,,1,1,1,1,1,1,1,10/11/2019,1,2269.56,1.079052,0.82752,0.749875,1.666572,354653,0.01,0.055,0.175,,,207,207,207,10,333.77,489.84,692.31,976.22,1296.73
208,208,-157.7362547,21.27856629,MBGT1-208,HDOHIn,0,0,20190814,7:13:00 AM,Red,1,21.27855,-157.73627,52965,34.86,27.1,94.7,6.2,0.3,8.12,8.001409,24,23,1,52,6,500,0.26,34.87,0.76,1,6,,Depth range of 72-80 given,,,1,1,1,1,0,1,1,10/11/2019,1,2263.412,1.128643,0.718225,0.521416,1.739522,331673,0.49,0.066,0.202,,,208,208,208,7,156.52,313.5,822.98,261.73,1856.82
209,209,-157.7750169,21.26757491,MBGT1-209,HDOHIn,0,0,20190813,8:01:00 AM,Yellow,2,21.2702,-157.7755,53572,34.82,26.7,78.8,5.18,3.1,7.83,7.983606,26,21,1,44,7,500,0.12,35.43,0.95,1,10,,More wave action here,,,1,1,1,1,1,1,1,10/11/2019,1,2256.641,1.22054,0.698197,1.343842,1.638119,321429,0.4,0.039,0.222,,,209,209,209,10,28.28,536.61,1426.95,192.09,4883.23
210,210,-157.7839668,21.26189111,MBGT1-210,HDOHIn,0,0,20190814,7:07:00 AM,Yellow,2,21.26191,-157.78398,53932,34.81,27.1,99.8,6.5,0.87,7.82,7.965583,22,20,1,50,8,500,0.19,35.54,1.05,1,11,,,,,1,1,1,1,1,1,1,10/11/2019,1,2255.711,0.985504,0.741549,0.859482,1.689306,440102,0,0.064,0.259,0.074,,210,210,210,6,56.57,2489.58,760.59,785.18,5680.93
211,211,-157.7227487,21.27749817,MBGT1-211,HDOHIn,0,0,20190813,6:38:00 AM,Green,3,21.27747,-157.72273,54326,34.79,26.6,96.6,6.34,0.35,7.66,7.964769,17,25,3,46,9,500,0.08,36.05,0.75,1,6,,,"Lat/Long_DS maps in unreasonable locations, might want to use YSI coordinates",,1,1,1,1,1,1,1,10/11/2019,1,2263.077,1.162834,0.91132,0.263694,1.593947,276408,0,0.044,0.196,0.1,,211,211,211,10,406.08,783.75,879.83,739.8,899.85
212,212,-157.7324607,21.28045319,MBGT1-212,HDOHIn,0,0,20190815,8:43:00 AM,Green,3,21.28043,-157.73248,54697,34.85,26.8,97,6.33,1.04,7.89,8.006026,28,9,1,25,5,500,0.28,36.16,0.33,1,20,,,,,1,1,1,1,0,1,1,10/11/2019,1,2284.551,1.153806,0.903401,0.583568,1.65376,389920,0.77,0.091,0.173,,,212,212,212,6,92.2,391.87,706.05,591.35,1540.72
213,213,-157.7649093,21.27229159,MBGT1-213,HDOHIn,0,0,20190815,7:59:00 AM,Yellow,2,21.2723,-157.76494,54079,34.8,26.7,97.6,6.41,1.73,7.82,7.956759,19,17,1,80,8,500,0.88,35.74,0.3,1,22,"Many dublicates, looks like camera may have been in burst modus. Dublicates have been removed",Very shallow. waves are stirring up water on the reef flat,,,1,1,1,1,0,1,1,10/11/2019,1,2264.119,1.171308,1.136588,0.376368,1.701605,441220,0.53,0.089,0.211,,,213,213,213,6,250.6,301.16,420.59,590.08,4071.83
214,214,-157.7319025,21.27753644,MBGT1-214,HDOHIn,0,0,20190815,8:00:00 AM,Green,3,21.27753,-157.73195,54669,34.93,26.9,103.9,6.77,0.57,7.81,7.953906,27,15,1,25,5,500,0.15,36.14,0.55,1,11,,,,,1,1,1,1,0,1,1,10/11/2019,1,2270.955,1.152284,0.857158,0.615414,1.641609,218837,0.02,0.074,0.198,,,214,214,214,6,327.57,391.87,901.39,698.57,1566.43
215,215,-157.7437168,21.27912489,MBGT1-215,HDOHIn,0,0,20190813,6:33:00 AM,Red,1,21.2791,-157.74371,46699,29.98,26.1,47.3,3.23,4.19,7.88,7.871836,20,9,139,201,31,9342,0.36,30.32,0.72,1,6,"Low quality: All of them are out of focus, but I left most of them in as you can kind of guess the type of benthic cover from the pictures",,,,1,1,1,1,1,1,1,10/11/2019,1,2233.273,1.121216,0.740644,1.912465,1.602895,804100,0,0.082,0.219,0.146,,215,215,215,9,44.72,270.14,50.99,592.28,2383.61
216,216,-157.7574259,21.27300332,MBGT1-216,HDOHIn,0,0,20190812,7:24:00 AM,Yellow,2,21.27278,-157.75737,55538,33.98,27.4,100.8,6.49,2.4,7.94,7.943313,13.6,18,1,59,9,500,0.213,34.45,0.87,1,6,,,"In-situ measurement, bottle sample was logged. BWTF taken at 216 not at 228",,1,1,1,1,0,1,1,10/11/2019,1,2276.756,1.321276,0.722149,0.824056,1.495763,512720,0,0.051,0.209,,<10,216,216,216,6,80,293.91,596.41,432.67,3512.86
217,217,-157.7771231,21.26646455,MBGT1-217,HDOHIn,0,0,20190813,7:47:00 AM,Yellow,2,21.26897,-157.77693,53116,34.75,26.2,90.1,5.98,3.8,7.8,7.999202,22,17,1,54,7,500,0.12,35.52,0.65,1,9,,,,,1,1,1,1,1,1,1,10/11/2019,1,2254.233,1.393083,0.71057,1.001883,1.549412,297653,0.02,0.052,0.126,,,217,217,217,10,14.14,536.61,1623.61,20,5014.02
218,218,-157.7709433,21.27034415,MBGT1-218,HDOHIn,0,0,20190815,9:02:00 AM,Yellow,2,21.27031,-157.77097,53971,34.89,27.4,110.9,7.19,0.43,7.98,8.020272,20,19,1,65,8,500,0.21,35.63,0.68,1,5,"Many dublicates, looks like camera may have been in burst modus. Dublicates have been removed",,,,1,1,1,1,1,1,1,10/11/2019,1,2250.548,1.120123,0.783512,0.721798,1.638506,363580,0,0,0.198,,,218,218,218,6,201.25,281.57,1016.07,243.31,4552.65
219,219,-157.721661,21.27888636,MBGT1-219,HDOHIn,0,0,20190813,6:58:00 AM,Green,3,21.27888,-157.72165,54587,34.8,26.7,91.5,5.99,0.44,7.84,7.937391,20,17,1,59,7,500,0.06,36.09,0.55,1,7,,,,,1,1,1,0,0,1,1,,0,2266.951,1.233721,0.822671,0.823863,1.681559,304449,,,,,,219,219,219,10,296.82,783.75,820.37,580.09,790.46
220,220,-157.7347561,21.27924341,MBGT1-220,HDOHIn,0,0,20190814,6:52:00 AM,Red,1,21.27924,-157.73477,52586,34.82,26.7,89.9,5.93,0.32,8.02,7.984777,66,23,1,75,5,500,0.22,34.65,0.9,1,6,,,,,1,1,1,1,1,1,1,10/11/2019,1,2269.482,1.116212,0.862451,0.773962,1.649667,403061,0,0.033,0.189,0.109,,220,220,220,7,50,391.87,968.35,364.01,1732.91
221,221,-157.7751444,21.2690965,MBGT1-221,HDOHIn,0,0,20190813,6:48:00 AM,Yellow,2,21.26708,-157.77896,34890,34.47,27,68.2,4.81,5.34,7.84,7.911893,54,16,2,71,12,553,0.13,35.34,1.4,1,9,,"Water too deep to access, took sample as close as possble",,,1,1,1,1,0,1,1,10/11/2019,1,2272.287,1.180471,0.82411,0.651176,1.642066,610980,0,0.083,0.251,0.134,,221,221,221,10,20,469.81,1500,22.36,5202.89
222,222,-157.7844413,21.26184437,MBGT1-222,HDOHIn,0,0,20190814,7:17:00 AM,Yellow,2,21.26184,-157.78444,53936,34.74,27,99.1,6.46,0.66,7.81,7.929505,26,28,1,50,6,500,0.2,35.6,0.83,1,10,,,"Lat/Long_DS maps in unreasonable locations, might want to use YSI coordinates",,1,1,1,1,0,1,1,10/11/2019,1,2265.737,1.231143,0.991848,0.609507,1.6356,434959,0.72,0.077,0.171,,,222,222,222,6,36.06,3810.16,711.13,820.37,5715.8
223,223,-157.7222897,21.27916636,MBGT1-223,HDOHIn,0,0,20190813,7:10:00 AM,Green,3,21.27918,-157.72229,54636,34.82,26.4,89.4,5.88,0.46,7.83,7.919063,26,14,1,46,6,500,0.1,36.13,0.57,1,5,,,,,1,1,1,1,0,1,1,10/11/2019,1,2273.587,1.196131,0.829131,0.542658,1.610901,368180,0.76,0.075,0.163,,,223,223,223,10,237.07,783.75,750.73,545.89,830.19
224,224,-157.7486428,21.27699653,MBGT1-224,HDOHIn,0,0,20190813,7:48:00 AM,Red,1,21.277,-157.74866,51281,33.67,26.3,65.2,4.35,2.39,7.94,7.891301,50,21,1,81,9,1349,0.36,33.66,0.39,1,25,,,,,1,1,1,1,0,1,1,10/11/2019,1,2316.535,1.141859,0.781494,0.925178,1.574188,557429,0,0.069,0.175,,,224,224,224,9,28.28,235.12,523.55,150.33,2788.6
225,225,-157.7631771,21.27289654,MBGT1-225,HDOHIn,0,0,20190815,7:53:00 AM,Red,1,21.27286,-157.76317,51893,34.12,26.4,65.4,4.34,1.23,7.86,7.818331,25,12,1,73,8,699,0.86,34.1,0.62,1,7,,,Depth range of 59-66 given,,1,1,1,1,1,1,1,10/11/2019,1,2322.288,1.097779,0.852596,1.334604,1.679169,316286,0.15,0.054,0.243,,,225,225,225,9,273.13,301.16,308.06,509.12,3931.23
226,226,-157.7295754,21.27820366,MBGT1-226,HDOHIn,0,0,20190815,7:41:00 AM,Green,3,21.27823,-157.72958,54701,34.83,26.8,82.4,5.37,0.56,7.81,7.941574,36,13,1,25,6,500,0.2,36.13,1.4,1,5,,,,,1,1,1,1,0,1,1,,0,2263.973,1.13508,0.861232,0.614267,1.715102,383640,0,0.021,0.26,,,226,226,226,10,358.47,489.84,715.12,914.44,1379.28
227,227,-157.7441228,21.27760577,MBGT1-227,HDOHIn,0,0,20190813,6:49:00 AM,Red,1,21.2776,-157.74413,51487,33.72,26.2,51.1,3.42,1.45,7.83,7.823893,10,22,4,83,7,1159,0.38,33.85,0.91,1,7,,,,,1,1,1,1,0,1,1,,0,2291.966,1.113822,0.781981,0.82561,1.618285,515020,0,0.028,0.224,,,227,227,227,9,138.92,270.14,180.28,625.14,2447.19
228,228,-157.7581008,21.27300909,MBGT1-228,HDOHIn,0,0,20190812,7:04:00 AM,Yellow,2,21.27308,-157.75812,54423,32.95,26.9,77.1,5.03,0.58,7.8,7.842788,18,15,1,72,8,1164,0.245,33.56,3.6,1,7,,,"In-situ measurement, bottle sample was logged. Water sample was in deep water",,1,1,1,1,1,1,1,10/14/2019,2,2297.179,1.206696,0.706647,1.92198,1.602386,658592,0,0,0.157,,,228,228,228,10,41.23,293.91,514,366.74,3560.55
229,229,-157.7861494,21.26100754,MBGT1-229,HDOHIn,0,0,20190814,7:33:00 AM,Yellow,2,21.261,-157.78618,53939,34.74,26.9,99.5,6.5,0.97,7.82,7.908828,62,23,1,49,5,500,0.22,35.6,1,1,12,,,,,1,1,1,1,0,1,1,10/15/2019,3,2263.608,1.185773,0.954642,0.6982,1.64558,366520,0,0.102,0.176,0.125,,229,229,229,6,30,3810.16,509.9,1020.69,5860.44
230,230,-157.7677962,21.27322036,MBGT1-230,HDOHIn,0,0,20190815,7:41:00 AM,Yellow,2,21.27323,-157.76781,52548,33.95,26.2,63.7,4.24,3.64,7.57,7.833688,23,31,4,87,13,1088,0.57,34.59,0.42,1,22,"Many dublicates, looks like camera may have been in burst modus. Dublicates have been removed",,,,1,1,1,1,1,1,1,10/14/2019,2,2345.309,1.068591,0.850309,0.974931,1.664115,503102,0.1,0.074,0.235,0.133,,230,230,230,10,0,418.73,568.24,303.64,4259.16
231,231,-157.7265778,21.2775571,MBGT1-231,HDOHIn,0,0,20190814,7:30:00 AM,Green,3,21.27757,-157.72659,54634,34.9,26.6,83.7,5.49,0.11,7.81,7.895351,18,18,1,70,6,500,0.26,36.13,0.7,1,5,,,,,1,1,1,1,0,1,1,,0,2243.723,1.191935,1.035453,0.614679,1.729957,358460,0,0.077,0.238,,,231,231,231,10,380,489.84,742.43,896.27,1177.26
232,232,-157.7398799,21.27742338,MBGT1-232,HDOHIn,0,0,20190814,7:59:00 AM,Red,1,21.27741,-157.73988,52962,34.78,27,101.4,6.65,0.96,8.12,7.990451,65,22,1,76,5,500,0.18,34.83,0.86,1,8,,,,,1,1,1,1,0,1,1,10/15/2019,3,2265.453,1.180288,0.721989,0.53494,1.584104,354040,0.04,0.088,0.221,,,232,232,232,7,280,313.5,492.44,349.86,2143.53
233,233,-157.7778672,21.26755016,MBGT1-233,HDOHIn,0,0,20190813,7:23:00 AM,Yellow,2,21.26752,-157.77786,53962,34.75,26.5,93.4,6.14,1.23,7.88,7.957043,13,17,1,60,8,500,0.17,35.63,0.85,1,10,,,,,1,1,1,1,0,1,1,,0,2263.359,1.166722,0.805786,0.418861,1.59386,498440,0,0.06,0.304,0.113,,233,233,233,6,41.23,536.61,1626.31,108.17,5113.47
234,234,-157.7721526,21.27105614,MBGT1-234,HDOHIn,0,0,20190815,9:13:00 AM,Yellow,2,21.27105,-157.77216,53413,33.88,26.8,118.3,7.76,0.77,7.98,7.98767,15,15,1,74,8,500,0.17,35.22,0.45,1,24,"Many dublicates, looks like camera may have been in burst modus. Dublicates have been removed",,,,1,1,1,1,1,1,1,10/14/2019,2,2339.045,1.068565,0.794696,1.207539,1.593274,436551,0,0.031,0.304,0.089,,234,234,234,6,89.44,281.57,1083.01,219.32,4622.48
235,235,-157.7217103,21.27775453,MBGT1-235,HDOHIn,0,0,20190813,6:49:00 AM,Green,3,21.27775,-157.72171,54536,34.3,26.9,95.1,6.2,1.2,7.84,7.880772,11,14,4,53,7,500,0.09,36.05,0.85,1,6,,,,,1,1,1,0,0,1,1,,0,2954.155,1.190198,0.795442,0.545831,1.56867,317347,,,,,,235,235,235,6,407.19,783.75,904.27,700.07,819.77
236,236,-157.733551,21.27825007,MBGT1-236,HDOHIn,0,0,20190815,8:15:00 AM,Green,3,21.27826,-157.73358,54706,34.34,26.6,99.4,6.51,1.01,7.89,8.000135,32,14,1,25,5,500,0.17,36.19,0.53,1,13,,,,,1,1,1,1,0,1,1,,0,2284.082,1.004434,0.802924,0.442802,1.655768,193760,0,0.019,0.215,0.102,,236,236,236,6,180.28,391.87,947.52,514.78,1668.37
237,237,-157.7632989,21.27430697,MBGT1-237,HDOHIn,0,0,20190815,8:15:00 AM,Red,1,21.27431,-157.76331,49689,32.08,26.3,73.7,4.95,0.74,7.94,7.83993,24,8,1,73,12,2266,0.34,32.48,0.55,1,13,,,,,1,1,1,1,0,1,1,,0,2342.904,1.091495,0.781671,1.071399,1.60546,449800,0.01,0.03,0.267,0.11,,237,237,237,9,125.3,301.16,152.97,429.42,3909.3
238,238,-157.7261415,21.28059377,MBGT1-238,HDOHIn,0,0,20190814,6:56:00 AM,Green,3,21.28062,-157.72618,54313,34.24,25.7,75.2,5.01,1.49,7.47,7.890251,21,21,1,67,6,500,0.6,35.95,0.33,1,0,"only above surface pictures taken, sandy bottom",,,,1,1,1,1,1,1,1,10/14/2019,2,2311.66,0.983984,0.764693,1.048635,1.64923,753449,0,0.067,0.246,0.12,<10,238,238,238,10,40,1273.59,412.31,618.47,1080.16
239,239,-157.72232,21.2806016,MBGT1-239,HDOHIn,0,0,20190813,7:20:00 AM,Green,3,21.28055,-157.72235,54608,34.26,25.7,79.2,5.26,0.56,7.84,7.917319,12,13,1,59,5,500,0.1,36.13,0.26,1,0,"only above surface pictures taken, sandy bottom",,,,1,1,1,1,0,1,1,10/15/2019,3,2313.421,1.226571,0.761655,0.790463,1.767491,638200,1.03,0.089,0.311,0.075,,239,239,239,10,102.96,1273.59,632.53,398.12,804.26
