SiteNum,SiteName,Long_planned,Lat_planned,SiteName,Organiz,Benthic,BenthicPair,Date,Time,Team_DS,Team,LatGPS,LongGPS,SpCond,SalFINAL,TempFinal,ODOPerFinal,ODO,Turb_Final,pH,pH_insitu_Silbiger,TSS,Ammonia,NNN,TotalN,TotalP,Silica,Chla,Salinity_Silbiger,Depth_FINAL,Photos x 5_DS,# of usable photos,Comments photo quadrants,Notes_DS,Comments,Enterococcus,FCM,DNA,FDOM,Pharm,PPL,TA,DOH,DNAex,runDNA,TA_Raw_Silbiger,fDOM_M:C,fDOM_BIX,fDOM_HIX,fDOM_FI,FCM_Concentration (cells/uL),IBU_ngmL,SMX_ngmL,GLY_ngmL,CBZ_ngmL,EnteroCFU100ml,Sample Name,SiteNum_DNA,SiteNumDOH,clusterfit,dist2coast,otpN,gw_wells,streams,DistanceHK_m
240,240,-157.7499564,21.27696097,MBGT1-240,HDOHIn,0,0,20190813,8:02:00 AM,Red,1,21.27694,-157.74998,50901,32.61,26.8,75.3,5,2.59,7.98,7.878567,15,12,3,70,9,2168,0.41,33.39,0.25,1,17,,,,,1,1,1,1,0,1,1,10/15/2019,3,2399.304,1.069687,0.667384,2.216906,1.559956,800480,0.04,0.084,0.224,0.161,<10,240,240,240,9,0,235.12,653.91,14.14,2885.55
241,241,-157.760899,21.27462795,MBGT1-241,HDOHIn,0,0,20190815,7:29:00 AM,Red,1,21.27462,-157.76093,47721,30.54,26,60.8,4.14,0.73,7.83,7.782728,34,5,25,96,18,4307,0.36,31.04,0.7,1,6,,,,,1,1,1,1,1,1,1,10/14/2019,2,2273.439,0.960955,0.829854,2.486776,1.63596,620837,0.43,0.074,0.136,,,241,241,241,9,167.63,301.16,184.39,206.16,3730.04
242,242,-157.7289073,21.28071707,MBGT1-242,HDOHIn,0,0,20190815,7:25:00 AM,Green,3,21.28071,-157.72893,54452,34.26,26.1,70.2,4.64,1.15,7.57,7.865732,25,14,1,25,5,500,0.39,36.01,0.32,1,5,,,,,1,1,1,1,0,1,1,,0,2315.619,1.091089,0.811918,1.399349,1.674546,553980,0.1,0.083,0.262,0.125,,242,242,242,10,85.44,979.69,433.82,858.66,1277.38
243,243,-157.7436895,21.27702643,MBGT1-243,HDOHIn,0,0,20190813,7:07:00 AM,Red,1,21.27701,-157.7437,52919,34.23,26.6,82.8,5.46,1.1,7.95,7.82626,13,17,1,70,5,500,0.27,34.89,0.72,1,6,,,Depth range of 65-80 given,,1,1,1,1,0,1,1,10/15/2019,3,2291.263,1.189539,0.751424,1.41613,1.690648,392939,1.13,0.03,0.294,0.099,,243,243,243,7,218.4,270.14,245.15,668.88,2429.09
244,244,-157.752941,21.2756823,MBGT1-244,HDOHIn,0,0,20190813,8:49:00 AM,Red,1,21.27567,-157.75298,52927,34.26,27.3,113.6,7.41,0.65,8.15,7.999385,20,12,1,50,7,500,0.16,34.85,0.65,0,14,,,Depth range of 65-80 given,,1,1,1,1,0,1,1,,0,2258.736,1.104353,0.862591,1.49379,1.765921,333796,0.15,0.046,0.207,,,244,244,244,7,89.44,333.09,940.21,331.06,3130.95
245,245,-157.8055371,21.25511909,MBGT1-245,HDOHIn,0,0,20190812,7:12:00 AM,Red,1,21.2551,-157.80559,55730,34.22,27.2,102.1,6.6,2.55,8.08,7.962011,17.6,19,1,46,7,500,0.331,34.74,0.65,1,7,,,"In-situ measurement, bottle sample was logged, DS has the Garmin GPS points, depth range of 55-75 given due to wave action",,1,1,1,1,1,1,1,10/14/2019,2,2264.551,1.158596,0.764603,1.440424,1.697397,424000,0.02,0.069,0.246,0.127,,245,245,245,7,10,4890.67,1537.69,3086.1,7397.08
246,246,-157.766865,21.27137541,MBGT1-246,HDOHIn,0,0,20190815,8:22:00 AM,Yellow,2,21.27137,-157.76691,54038,34.26,27.4,112.4,7.28,0.67,7.99,8.02152,18,13,2,66,9,500,0.36,35.66,0.7,1,13,"Many dublicates, looks like camera may have been in burst modus. Dublicates have been removed",,,,1,1,1,1,0,1,1,,0,2262.549,1.372095,0.656464,8.774931,1.673634,319840,0,0.084,0,,,246,246,246,6,219.32,222.79,624.82,398.5,4235.11
247,247,-157.7257971,21.2795047,MBGT1-247,HDOHIn,0,0,20190814,7:13:00 AM,Green,3,21.27948,-157.72578,54687,34.09,26.1,80.9,5.34,0.47,7.75,7.809626,51,15,1,60,6,500,0.25,36.18,0.43,1,5,,,,,1,1,1,1,0,1,1,,0,2288.897,1.217744,1.218704,0.650977,1.816751,585380,0.5,0.068,0.206,,,247,247,247,10,170,783.75,548.18,673.57,1076.38
248,248,-157.7374511,21.27873682,MBGT1-248,HDOHIn,0,0,20190814,7:23:00 AM,Red,1,21.27873,-157.73746,52989,34.89,26.8,91.6,6.02,0.42,8.12,7.981809,22,19,1,85,7,500,0.17,34.89,0.58,1,11,,,,,1,1,1,1,0,1,1,,0,2279.972,2.434763,3.695659,0.140182,65535,328020,1.07,0.079,0.312,0.1,,248,248,248,7,123.69,313.5,701.78,174.64,1939.05
249,249,-157.777232,21.26694022,MBGT1-249,HDOHIn,0,0,20190813,7:37:00 AM,Yellow,2,21.26696,-157.77722,53936,34.75,27.3,101,6.56,0.58,7.93,7.963842,7.6,14,4,67,6,500,0.25,35.6,0.9,1,10,,,,,1,1,1,0,0,1,1,,0,2258.733,1.241482,0.747673,0.323608,1.487491,304245,,,,,,249,249,249,6,130.38,469.81,1642.1,160,5079.5
250,250,-157.7704554,21.27217344,MBGT1-250,HDOHIn,0,0,20190815,8:47:00 AM,Yellow,2,21.27217,-157.77049,53501,34.48,26.7,101.2,6.65,1,7.84,7.913495,20,17,1,78,11,560,0.26,35.28,0.22,1,25,"Many dublicates, looks like camera may have been in burst modus. Dublicates have been removed",,,,1,1,1,1,1,1,1,10/14/2019,2,2342.033,0.998385,0.841505,2.766068,1.745681,312388,1.47,0.07,0.243,0.091,,250,250,250,6,20,418.73,863.13,31.62,4476.74
251,251,-157.7252694,21.27871688,MBGT1-251,HDOHIn,0,0,20190814,7:20:00 AM,Green,3,21.27871,-157.7253,54629,34.12,26.4,86.5,5.68,0.51,7.8,7.895884,22,19,1,52,5,500,0.38,36.13,0.47,1,5,,,,,1,1,1,1,0,1,1,10/15/2019,3,2279.314,1.07825,1.040742,0.68647,0,451420,0.61,0.065,0.249,,,251,251,251,10,250,783.75,638.91,715.61,1058.62
252,252,-157.7350323,21.27797191,MBGT1-252,HDOHIn,0,0,20190814,7:03:00 AM,Red,1,21.27797,-157.73505,52944,34.05,27.1,92.7,6.07,0.18,8.09,7.932059,41,22,1,67,6,500,0.12,34.85,1.1,1,10,,,"Lat/Long_DS maps in unreasonable locations, might want to use YSI coordinates",,1,1,1,1,0,1,1,10/15/2019,3,2269.155,5.018788,65535,0.093197,,250840,1.34,0.081,0.355,,,252,252,252,7,190,391.87,958.85,400,1781.27
253,253,-157.7644244,21.27418107,MBGT1-253,HDOHIn,0,0,20190815,8:05:00 AM,Red,1,21.27419,-157.76443,50733,32.55,26.3,64.6,4.32,0.52,7.9,7.821441,16,15,1,74,11,1648,0.69,33.24,0.33,1,25,,,,,1,1,1,1,0,1,1,10/15/2019,3,2350.968,1.00779,0.760672,1.039181,1.64742,405102,0.11,0.079,0.198,,,253,253,253,9,89.44,301.16,219.32,533.1,3993.08
254,254,-157.7311333,21.27961562,MBGT1-254,HDOHIn,0,0,20190815,8:28:00 AM,Green,3,21.27962,-157.73117,54679,34.02,26.6,93.1,6.1,0.48,7.86,7.914427,35,13,1,25,5,500,0.36,36.16,0.59,1,8,,,,,1,1,1,1,0,1,1,,0,2288.628,0.909163,0.676892,0.611848,1.765668,462580,0.08,0.095,0.254,0.096,,254,254,254,10,250,489.84,660.68,721.73,1463.73
255,255,-157.7246632,21.2803877,MBGT1-255,HDOHIn,0,0,20190814,7:04:00 AM,Green,3,21.28038,-157.7247,54600,34.2,25.7,78.3,5.21,0.77,7.72,7.855686,68,21,1,58,5,500,0.42,36.14,0.39,1,3,,,,,1,1,1,1,0,1,1,,0,2281.137,0.938833,0.681247,1.044041,1.656105,737449,0.19,0.098,0.281,,,255,255,255,10,76.16,783.75,497.39,526.31,978.25
256,256,-157.7505393,21.27586822,MBGT1-256,HDOHIn,0,0,20190813,8:22:00 AM,Red,1,21.27587,-157.75056,52823,34.09,26.4,74.5,4.93,0.68,7.92,7.829933,21,14,1,134,5,500,0.19,34.79,0.47,1,9,,,,,1,1,1,1,0,1,1,,0,2322.393,1.0933,0.701622,0.837332,1.622313,414286,1.37,0.117,0.205,0.068,,256,256,256,9,110,333.09,761.58,120.83,2951.22
257,257,-157.7603827,21.27373215,MBGT1-257,HDOHIn,0,0,20190815,7:37:00 AM,Red,1,21.27374,-157.76036,52717,34.14,26.8,89.5,5.89,0.4,8,7.860327,15,18,1,60,6,500,0.19,34.75,0.57,1,14,,,,,1,1,1,1,0,1,1,,0,2284.87,0.960323,0.733709,0.941695,1.712327,312700,4.28,0.091,0.18,0.098,,257,257,257,7,161.25,301.16,300,269.26,3708.22
258,258,-157.7310249,21.28162402,MBGT1-258,HDOHIn,0,0,20190815,8:57:00 AM,Green,3,21.28164,-157.73105,54031,33.72,26.9,132.4,8.65,0.62,8.01,8.052107,36,11,1,25,17,1014,0.43,35.68,0.16,1,0,Only above surface,,,,1,1,1,1,1,1,1,10/14/2019,2,2332.585,1.013894,0.657301,1.198126,1.590315,471143,1.18,0.084,0.149,0.127,,258,258,258,6,40,979.69,502.2,749.53,1410.39
259,259,-157.7400517,21.27969865,MBGT1-259,HDOHIn,0,0,20190814,8:47:00 AM,Red,1,21.2797,-157.74007,52923,34.17,26.7,93.8,6.18,1.05,8.11,7.985543,24,20,1,57,5,500,0.18,34.86,0.48,1,21,,,,,1,1,1,1,0,1,1,,0,2297.732,0.963358,0.601147,0.996676,1.57248,458245,0.39,0.085,0.286,0.1,<10,259,259,259,7,30,313.5,432.9,206.16,2106.67
260,260,-157.754427,21.27384446,MBGT1-260,HDOHIn,0,0,20190812,8:01:00 AM,Yellow,2,21.27385,-157.75444,55591,34.14,27.5,105.1,6.76,4.33,8.01,7.868185,10,17,1,58,8,500,0.234,34.72,0.78,1,10,,,"In-situ measurement, bottle sample was logged.",,1,1,1,1,0,1,1,10/15/2019,3,2262.736,1.353734,0.549173,0.967799,1.533718,381102,0,0.092,0.334,,,260,260,260,6,56.57,333.09,820.06,564,3276.95
261,261,-157.738,21.28,Pia Stream,Stream,0,0,20190814,9:01:00 AM,Red,1,21.2799,-157.73805,52988,34.26,27.1,103.9,6.8,6.24,8.13,7.931203,35,21,1,55,5,500,3.04,34.92,0.19,1,10,,,,,1,1,1,1,1,1,1,10/14/2019,2,2337.053,1.052771,0.653747,1.401113,1.530201,463388,0.14,0.072,0.27,0.089,10,261,261,261,7,10,313.5,643.82,31.62,1955.92
262,262,-157.777,21.269,Waialae Nui Stream,Stream,0,0,20190813,7:00:00 AM,Yellow,2,21.26646,-157.77715,53839,33.54,27.3,102.7,6.68,0.73,7.96,7.855797,21,15,23,75,12,760,0.86,35.01,0.25,1,21,,,,,1,1,1,1,1,1,1,10/14/2019,2,2384.701,1.051485,0.660159,1.362673,1.558107,292490,0.42,0.108,0.248,0.169,10,262,262,262,6,165.53,469.81,1618.95,170.88,5085.5
263,263,-157.779,21.267,Kahala Stream,Stream,0,0,20190813,7:13:00 AM,Yellow,2,21.26756,-157.77501,53695,21.02,27,99.2,6.48,1.43,7.91,7.846864,14,380,181,1990,74,8670,7.01,21.87,0.75,1,0,,"Stream, very low visibility",,,1,1,1,1,1,1,1,10/14/2019,2,3322.505,1.515804,1.170683,3.990681,1.539381,3737560,2.57,0.096,0.245,0.049,20,263,263,263,12,270.19,536.61,1538.08,262.49,4906.14
264,264,-157.7625,21.2756,Wailupe 4 (Big Boil),Dulai,0,0,20190815,8:35:00 AM,Red,1,21.2756,-157.76253,40639,24.39,25.7,84.9,5.98,9.79,7.98,7.854984,20,6,196,263,42,12654,0.6,25.96,0.58,0,1,"Low quality: This picture is basically not usable, its too mercy. Il left it in, becasue it gives us at least an idea of the benthic cover",Too murky for photos,,,1,1,1,1,1,1,1,10/14/2019,2,2279.496,1.030433,0.755384,0.575738,1.59336,598490,1.86,0.121,0.212,0.063,,264,264,264,9,28.28,301.16,0,304.14,3824.27
265,265,-157.76305,21.27566,Wailupe 6,Dulai,0,0,20190815,8:25:00 AM,Red,1,21.27549,-157.76312,43586,24.78,26.1,79.2,5.48,6.8,7.97,7.828346,16,11,124,212,41,10253,0.64,28.07,0.3,1,13,Low quality: Water is mercy and pictures are out of focus.,,,,1,1,1,1,0,1,1,,0,2327.254,1.026069,0.735986,1.438026,1.641553,578531,2.11,0.105,0.179,0.055,<10,265,265,265,9,14.14,301.16,22.36,366.74,3869.44
266,266,-157.74423,21.27924,Kawaikui 8,Dulai,0,0,20190813,6:22:00 AM,Red,1,21.27914,-157.7442,32278,22.39,24.6,69.9,5.2,45.94,7.91,7.834597,245,5,191,284,45,13608,5.21,20.1,0.18,0,0,,"too mercy for photos, sandy/muddy/rocks",,,1,1,1,1,1,1,1,10/14/2019,2,2174.76,1.02859,0.68032,1.719411,1.54336,655600,0.96,0.122,0.158,0.055,20,266,266,266,12,0,270.14,10,641.33,2418.22
267,267,-157.727103,21.284225,Kanewai 1,Dulai,0,0,20190812,6:19:00 AM,Green,3,21.2842,-157.72713,5424,2.794,23.3,86.5,7.26,0.07,7.16,7.648412,2.8,2,569,579,109,54890,0.188,2.82,1.1,1,4,,,"Salinities were not noted down on DS, specific conductivity instead",,1,1,1,1,1,1,1,10/14/2019,2,1826.746,1.156063,0.765508,1.701541,1.554076,70571,2.67,0.089,0.118,0.03,,267,267,267,8,130,979.69,10,580.09,1069.86
268,268,-157.796903,21.257153,Black Point,BWTF,0,0,20190812,8:06:00 AM,Red,1,21.25702,-157.79675,55370,25.17,27.4,108.7,7.01,0.44,8.1,7.883536,34,19,21,72,8,500,0.247,34.14,0.75,1,5,,,"In-situ measurement, bottle sample was logged, DS has the Garmin GPS points, depth range of 70-80 given due to wave action",,1,1,1,1,1,1,1,10/14/2019,2,2280.444,1.101835,0.888776,1.129267,1.541135,249980,0.11,0.1,0.31,0.1275,10,268,268,268,7,10,4659.87,601.66,2171.17,6714.21
269,269,-157.75458,21.275951,Aina Haina,BWTF,0,0,20190813,9:01:00 AM,Red,1,21.27595,-157.75459,52372,25.22,27.1,94.4,6.2,13.77,8.05,7.891995,63,17,1,92,12,500,1.42,34.47,0.85,,0,2 pictures of the location here,,,,1,1,1,1,0,1,1,10/15/2019,3,2317.729,1.085077,0.771985,0.973943,1.604917,336265,2.05,0.152,0.297,0.154,,269,269,269,7,0,333.09,770.06,472.97,3241.38
270,270,-157.72165,21.28369,Kuliouou Stream,BWTF,0,0,20190813,7:44:00 AM,Green,3,21.28363,-157.72166,48282,30.22,26.8,55.8,3.74,21.05,7.62,7.783539,34,135,62,373,37,5563,4.2,31.42,0.12,1,0,"only above surface pictures taken, sandy bottom",,,,1,1,1,1,1,1,1,10/14/2019,2,2754.794,1.097284,0.717139,3.18691,1.537986,2155000,0.41,0.072,0.202,,218,270,270,270,12,36.06,1273.59,563.21,50.99,686.21
271,271,-157.7222376,21.28179067,Kuliouou Pole 2,BWTF,0,0,20190813,7:30:00 AM,Green,3,21.28177,-157.72224,54348,34.71,25.7,76.3,5.08,1.54,7.81,7.899856,20,16,1,67,5,500,0.18,35.94,0.24,1,0,"only above surface pictures taken, sandy bottom",,,,1,1,1,1,1,1,1,10/14/2019,2,2336.263,1.046546,0.788419,0.836471,1.678651,706040,0.24,0.087,0.251,,<10,271,271,271,10,10,1273.59,568.24,269.26,769.33
272,272,-157.711339,21.261358,Koko Kai Beach Park,HDOH Reg,0,0,20190812,8:38:00 AM,Green,3,21.26138,-157.71124,55860,34.68,26.9,101.5,6.58,0.21,7.99,8.019823,24.8,19,1,84,7,500,0.287,34.46,4.5,1,5,"only pictures of wall, no under water pictures; Depth is an after-the-fact visual estimate because it couldn't be measured in situ",,"Salinities were not noted down on DS, specific conductivity instead, depth not indicated, perhaps not possible?",,1,1,1,1,1,1,1,10/14/2019,2,2273.65,1.237588,0.764914,0.804352,1.483878,342180,2.88,0.1,0.207,0.246,,272,272,272,6,10,97.97,3017.61,1114,422.97
273,273,-157.74583,21.2772556,Sensor B,McManus Lab sensor,0,0,20190813,7:22:00 AM,Red,1,21.27725,-157.74583,52474,34.57,26.3,51.5,3.42,0.78,7.83,7.809431,21,17,1,69,5,500,0.29,34.55,0.78,1,6,,,,,1,1,1,1,1,1,1,10/14/2019,2,2314.827,1.105187,0.824964,0.946505,1.592802,395000,2.59,0.067,0.256,0.212,<10,273,273,273,9,120.83,235.12,278.03,441.81,2578.08
274,274,-157.709983,21.266947,Chinawalls,HDOH Reg,0,0,20190812,8:03:00 AM,Green,3,21.26693,-157.70995,56130,34.85,26.9,104.5,6.76,1.75,7.91,7.925018,33.2,18,1,68,6,500,0.622,34.81,0.06,,5,,,"Salinities were not noted down on DS, specific conductivity instead",,1,1,1,1,1,1,1,10/14/2019,2,2284.653,1.21651,0.856405,1.46819,1.591942,455020,0.8,0.114,0.296,0.175,<10,274,274,274,6,0,529.03,2610.38,490.31,206.89
275,275,-157.815893,21.25657271,Diamond Head Beach Act125,Act 125,0,0,20190812,6:39:00 AM,Red,1,21.25658,-157.81589,55724,34.44,26.7,94,6.12,1.45,7.98,7.923873,18.4,14,14,73,6,500,0.192,34.54,0.6,1,9,,,"In-situ measurement, bottle sample was logged, DS has the Garmin GPS points. depth range of 45-75 given due to wave action",,1,1,1,1,1,1,1,10/14/2019,2,2338.292,1.187632,0.870209,1.113988,1.633611,321080,0.03,0.071,0.25,0.1615,<10,275,275,275,7,0,2059.01,2569.44,4026.77,8110.43
276,276,-157.800133,21.256217,Cromwells,MBHUI,0,0,20190812,7:50:00 AM,Red,1,21.25626,-157.80017,56012,34.63,27.1,99.8,6.45,0.92,8.02,7.91688,1,20,2,66,7,500,0.947,34.65,0.95,1,5,,,"In-situ measurement, bottle sample was logged, DS has the Garmin GPS points, depth range of 90-100 given due to wave action",,1,1,1,1,1,1,1,10/14/2019,2,2253.11,1.142562,0.744233,1.138164,1.587496,259796,0.81,0.102,0.179,0.081,,276,276,276,7,0,5281.03,963.02,2523.57,6978.78
277,277,-157.79065,21.25903,Black Point 1,Dulai,0,0,20190814,9:34:00 AM,Yellow,2,21.25908,-157.79065,7931,4.387,24.5,83.9,6.83,0.19,7.54,7.840109,4.8,2,2670,2780,132,41910,0.02,4.39,0.3,1,17,"Many dublicates, looks like camera may have been in burst modus. Dublicates have been removed","Very obvious temperature change, SGD spring visble",,,1,1,1,1,1,1,1,10/14/2019,2,3157.247,1.162765,0.829737,2.53706,1.693648,19673,4.39,0.129,0.117,0.04,<10,277,277,277,8,10,4578.75,0,1512.38,6226.73
278,278,-157.789637,21.258775,Black Point 2,MBHUI,0,0,20190814,9:14:00 AM,Yellow,2,21.25876,-157.78964,51386,32.72,26.8,101.6,6.72,0.8,7.89,7.904255,22,22,80,118,10,2596,0.27,33.73,0.65,1,10,"Many dublicates, looks like camera may have been in burst modus. Dublicates have been removed",,,,1,1,1,1,1,1,1,10/14/2019,2,2321.678,1.072899,0.875955,1.054519,1.743588,205260,1.2,0.07,0.175,0.131,,278,278,278,6,76.16,4578.75,104.4,1457.15,6160.65
279,279,-157.7910844,21.25551478,Black Point Act125,Act 125,0,0,20190813,8:51:00 AM,Yellow,2,21.2553,-157.79305,53803,34.69,27.2,103.5,6.73,1.65,8,7.951534,29,15,3,80,7,500,0.41,35.53,2,0,0,3 pictures of site; Depth was an after-the-fact visual estimate because it could not be measured in situ,"sample take from cliffs, not possible to get into the water due to swell","DOH bottle and DataSheet Site Num is ""BP?"", ",,1,1,1,0,0,1,1,,0,2258.424,1.231861,0.700502,0.566735,1.549197,380380,,,,,10,279,279,279,6,10,4539.57,398.25,1969.87,6484.25
280,108A,-157.794923,21.25534856,,Benthic,0,0,20190815,10:59:00 AM,Yellow,2,21.25614,-157.79506,53916,34.16,27.7,107.5,6.94,0.83,8.03,8.033628,30,19,10,76,10,500,0.16,35.56,2.25,0,0,1 picture of site,,,,1,1,0,1,1,1,1,10/15/2019,3,2268.665,1.129886,0.824814,0.884417,1.582805,193388,0,0.04,0.175,0.088,,108A,108A,108A,6,0,4659.87,477.07,2078.51,6611.27
300,104B,-157.7156178,21.27239943,,Benthic,1,1,20190813,7:59:00 AM,Boat,4,21.27081,-157.72534,53647,34.9,25.6,97.5,6.52,1.94,8.11,7.97403,1,27,3,45,8,500,0.215,35.41,11.63,0,,,,,,1,1,1,0,0,1,1,10/17/2019,5,2257.714,1.186507,0.68921,0.770349,1.578109,264140,,,,,,104B,104B,104B,3,1130,156.75,1492.15,1518.32,1236.11
301,112B,-157.817926,21.25074957,,Benthic,1,1,20190814,8:40:00 AM,Boat,4,21.24956,-157.81776,53428,34.93,27,100.3,6.56,0.5,8.19,8.012155,38,8,1,65,8,500,0.11,35.1,21.55,0,,,,,,1,1,1,0,0,1,1,10/17/2019,4,2265.381,1.393839,0.847711,0.454586,1.560163,377720,,,,,,112B,112B,112B,3,785.49,1016.1,2926.18,4490.35,8401.35
302,117B,-157.7519192,21.26879885,,Benthic,1,1,20190814,8:07:00 AM,Boat,4,21.26881,-157.75186,53273,34.88,27.2,98.5,6.43,0.67,8.17,8.019147,56,22,1,76,7,500,0.2,35.14,10.07,0,,,,,,1,1,1,0,0,1,1,,5,2260.324,1.388143,0.731826,0.872263,1.638711,438220,,,,,,117B,117B,117B,5,662.42,78.37,1316.05,915.91,3201.51
303,120B,-157.7952216,21.25436218,,Benthic,1,1,20190814,7:46:00 AM,Boat,4,21.25365,-157.79471,53294,34.76,27.3,93.9,6.11,1.19,8.13,7.99353,21,8,1,72,9,500,0.19,34.51,3.05,0,,,,,,1,1,1,0,0,1,1,10/17/2019,4,2253.075,1.452219,1.173732,0.567236,1.680607,429920,,,,,,120B,120B,120B,3,210.95,4155.39,640.7,2223.2,6641.03
304,123B,-157.7444941,21.27051991,,Benthic,1,1,20190813,8:41:00 AM,Boat,4,21.27048,-157.74463,53279,34.74,27.1,98.4,6.43,2.15,8.18,8.02666,50.2,24,1,73,5,500,0.144,35.2,8.54,0,,,B correct,,,1,1,1,0,0,1,1,10/17/2019,4,2256.516,1.320511,0.705204,0.503089,1.690491,461490,,,,,,123B,123B,123B,5,843.09,78.37,970.82,910.49,2640.83
305,132B,-157.8040378,21.25445077,,Benthic,1,1,20190814,8:10:00 AM,Boat,4,21.25008,-157.80304,53316,34.84,27,100.6,6.58,1.39,8.08,7.957421,50,19,4,140,13,500,0.09,30.14,9.03,0,,,,,,1,1,1,0,0,1,1,10/17/2019,4,2255.022,1.221481,0.874473,0.64126,1.693092,339920,,,,,,132B,132B,132B,5,608.36,4275.69,1534.05,3142.01,7323.49
306,133B,-157.7554016,21.26752219,,Benthic,1,1,20190814,8:17:00 AM,Boat,4,21.26757,-157.75533,53492,34.76,27,96.1,6.28,0.99,8.15,8.009635,16,14,2,66,9,500,0.25,35.26,8.9,0,,,,"YSI data not on DS, perhaps only logged due to time constraints?",,1,1,1,0,0,1,1,,5,2262.823,1.47141,0.617952,1.107428,1.616491,467840,,,,,,133B,133B,133B,3,671.86,78.37,1156.03,1046.52,3480.3
307,134B,-157.7829884,21.25607701,,Benthic,1,1,20190814,9:28:00 AM,Boat,4,21.25584,-157.78506,53451,34.78,27,100.5,6.57,1.98,8.19,8.048597,19,16,2,78,9,500,0.15,35.24,11.92,0,,,,,,1,1,1,0,0,1,1,10/17/2019,4,2267.571,1.629074,0.623934,0.844819,1.586471,382959,,,,,,134B,134B,134B,3,580.34,4422,677.42,1400.04,5893.49
308,139B,-157.7485839,21.26894109,,Benthic,1,1,20190814,6:57:00 AM,Boat,4,21.2678,-157.74829,53407,34.81,26.9,100.4,6.57,0.32,8.15,8.055296,26,11,1,80,11,500,0.11,34.48,13.6,0,,,,,,1,1,1,0,0,1,1,,5,2264.469,1.511681,0.737685,0.631632,1.557171,362180,,,,,,139B,139B,139B,3,975.81,137.16,1337.65,1029.61,2965.22
309,148B,-157.8084056,21.25075021,,Benthic,1,1,20190814,8:27:00 AM,Boat,4,21.25033,-157.80829,53225,34.86,27,99.3,6.5,2.46,8.09,7.979631,26,9,1,106,7,500,0.16,35.57,5.61,0,,,,,,1,1,1,0,0,1,1,,5,2252.169,1.227883,0.867572,0.601621,1.630082,513380,,,,,,148B,148B,148B,,490.92,3434.31,1990.23,3577.63,7698.28
310,149B,-157.7662966,21.26764398,,Benthic,1,1,20190814,8:51:00 AM,Boat,4,21.26652,-157.76689,53441,34.76,26.9,96.3,6.3,7.54,8.12,7.997873,ND,ND,ND,ND,ND,ND,ND,35.23,7.65,0,,,,Sample lost in transit to HDOH,,1,1,1,0,0,1,0,10/17/2019,4,2255.48,1.373487,0.558216,0.958509,1.486874,567347,,,,,,149B,,149B,3,699.21,144.41,1086.32,758.02,4340.94
311,152B,-157.7905802,21.25360791,,Benthic,1,1,20190814,7:40:00 AM,Boat,4,21.25316,-157.79045,53239,34.8,27.2,99.7,6.5,0.76,8.19,8.050798,25,8,1,87,8,500,0.12,35.08,9.55,0,,,,,,1,1,1,0,0,1,1,,5,2268.128,1.344467,0.849674,0.350599,1.577153,445060,,,,,,152B,152B,152B,3,250.6,4127.77,585.49,1952.33,6343.27
312,155B,-157.7384355,21.27218945,,Benthic,1,1,20190813,8:52:00 AM,Boat,4,21.27202,-157.73851,53430,34.77,27.1,96.5,6.31,1.45,8.15,8.02711,26,26,1,121,6,500,0.13,35.44,10.37,0,,,B correct,,,1,1,1,0,0,1,1,10/17/2019,4,2273.808,1.326513,0.65995,0.810303,1.570688,531265,,,,,,155B,155B,155B,3,872.07,274.31,986,900.5,2163.44
313,157B,-157.7743957,21.26569807,,Benthic,1,1,20190814,9:06:00 AM,Boat,4,21.26421,-157.77432,53450,34.8,27.1,95.8,6.26,2.04,8.11,7.98939,18,17,8,69,8,500,0.35,35.23,5.52,0,,,,"YSI data not on DS, perhaps only logged due to time constraints?",,1,1,1,0,0,1,1,10/17/2019,4,2254.902,1.322809,0.717055,0.664936,1.609831,328551,,,,,,157B,157B,157B,3,543.78,419.05,1727.43,549.18,4930.27
314,158B,-157.7306206,21.27557392,,Benthic,1,1,20190813,8:24:00 AM,Boat,4,21.27448,-157.73076,53399,34.81,26.9,99.5,6.52,1.43,8.09,7.969119,16,33,3,143,7,500,0.13,35.2,4.47,0,,,,,,1,1,1,0,0,1,1,10/17/2019,4,2263.334,1.340028,0.757317,0.779911,1.667979,238531,,,,,,158B,158B,158B,3,684.76,333.09,1141.62,988.58,1547.64
315,159B,-157.7130334,21.27077642,,Benthic,1,1,20190814,11:23:00 AM,Boat,4,21.27082,-157.71391,52816,35.07,27.5,105.1,6.84,7.97,8.14,7.986903,39,18,4,162,10,500,0.51,34.75,3.14,0,,,,"YSI data not on DS, perhaps only logged due to time constraints?",,1,1,1,0,0,1,1,10/17/2019,4,2267.32,1.291712,0.793671,0.750068,1.620117,530429,,,,,,159B,159B,159B,5,579.83,450.66,2016.26,522.4,407.84
316,161B,-157.7148,21.27516,,Benthic,1,1,20190813,9:38:00 AM,Boat,4,21.27519,-157.71492,53485,34.99,26.9,91.4,5.99,10.59,8.06,7.939304,51,29,5,90,7,500,0.38,35.29,4.57,0,,,sand,,,1,1,1,0,0,1,1,10/17/2019,4,2286.095,1.269818,0.755109,0.748022,1.623115,651163,,,,,,161B,161B,161B,,656.05,979.69,1610.28,738.24,384.45
